Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
87,"AJ McIntosh, T Hinch, T Ingram",Cultural identity and tourism,2002,International Journal of Arts Management,JSTOR,https://www.jstor.org/stable/41064754,"https://scholar.google.com/scholar?cites=6330484295498780961&as_sdt=2005&sciodt=0,5&hl=en",39,09/05/22 10:13,,,,,,,,,87,4.35,29,3,20,… by preserving cultural identity and by fostering a culturally appreciative tourist experience. This paper presents the findings of qualitative study into: (1) the dimensions of cultural identity …,https://www.pustaka-sarawak.com/eknowbase/attachments/1642501187.pdf,"https://scholar.google.com/scholar?q=related:IdFkKe1l2lcJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
120,FY Akindes,Communicating ethnic and cultural identity,2004,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Ue4CCUhRYa4C&oi=fnd&pg=PA3&dq=%22cultural+identity%22&ots=-z7FE6ghgH&sig=4uzFACvVLUxyv2uHrPiNIzGQgSU,"https://scholar.google.com/scholar?cites=11550539366925382373&as_sdt=2005&sciodt=0,5&hl=en",40,09/05/22 10:13,BOOK,,,,,,,,120,6.67,120,1,18,"… We seek to incorporate current literature on ethnic/cultural identity concepts, theories, and … This book illuminates the complexity, ambiguity, and multiplicity of cultural identity and …",,"https://scholar.google.com/scholar?q=related:5bLAWVvCS6AJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
367,"P Graves-Brown, S Jones, CS Gamble",Cultural identity and archaeology: the construction of European communities,2013,,taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.4324/9780203759509/cultural-identity-archaeology-graves-brown-sian-jones-gamble,"https://scholar.google.com/scholar?cites=17017412001735258267&as_sdt=2005&sciodt=0,5&hl=en",41,09/05/22 10:13,BOOK,10.4324/9780203759509,,,,,,,367,40.78,122,3,9,"… cultural identity to material remains has been one of the most influential elements in the history of the discipline, explicit consideration of theories of cultural identity … and cultural identity …",,"https://scholar.google.com/scholar?q=related:mzDmrw3-KewJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
125,"GL Pepper, GS Larson",Cultural identity tensions in a post-acquisition organization,2006,Journal of Applied Communication …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00909880500420267,"https://scholar.google.com/scholar?cites=8576856564864984948&as_sdt=2005&sciodt=0,5&hl=en",42,09/05/22 10:13,,10.1080/00909880500420267,,,,,,,125,7.81,63,2,16,… integration problems in a PAO by finding key cultural identity tensions that must be managed by … This study demonstrates how understanding cultural identity tensions can aid in the very …,,"https://scholar.google.com/scholar?q=related:dCdBhpodB3cJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
815,"C Ward, W Searle",The impact of value discrepancies and cultural identity on psychological and sociocultural adjustment of sojourners,1991,International journal of intercultural relations,Elsevier,https://www.sciencedirect.com/science/article/pii/014717679190030K,"https://scholar.google.com/scholar?cites=2723688299690922231&as_sdt=2005&sciodt=0,5&hl=en",43,09/05/22 10:13,,,,,,,,,815,26.29,408,2,31,"… sojourners and additionally examines cultural identity and value … host and co-nationals, cultural identity, and values. Multiple … Cultural identity and cultural knowledge, by contrast, were …",,"https://scholar.google.com/scholar?q=related:9xD37RN8zCUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
67,Y Wang,Globalization enhances cultural identity,2007,Intercultural Communication Studies,davidamerland.com,https://davidamerland.com/images/pdf/09-Yi-Wang.pdf,"https://scholar.google.com/scholar?cites=2419637474082053221&as_sdt=2005&sciodt=0,5&hl=en",44,09/05/22 10:13,PDF,,,,,,,,67,4.47,67,1,15,"… Cultural identity provides the global significance of local knowledge and the sense of self, … , it promotes cultural identity. This paper tries to explain how globalization and cultural identity …",https://davidamerland.com/images/pdf/09-Yi-Wang.pdf,"https://scholar.google.com/scholar?q=related:ZVzif3ZHlCEJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
204,"O Falck, S Heblich, A Lameli, J Südekum","Dialects, cultural identity, and economic exchange",2012,Journal of urban economics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0094119012000393,"https://scholar.google.com/scholar?cites=10369401381257427953&as_sdt=2005&sciodt=0,5&hl=en",45,09/05/22 10:13,,,,,,,,,204,20.40,51,4,10,… We study the effect of cultural ties on economic exchange using a novel measure for cultural identity: dialects. We evaluate linguistic micro-data from a unique language survey …,https://www.academia.edu/download/39740721/Dialects_JUE.pdf,"https://scholar.google.com/scholar?q=related:8TtL552D548J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
416,PV Bohlman,The music of European nationalism: cultural identity and modern history,2004,,books.google.com,https://books.google.com/books?hl=en&lr=&id=fkQf7k2OaDcC&oi=fnd&pg=PR7&dq=%22cultural+identity%22&ots=E7RfA7b_fA&sig=cqmRCr-cuzBOJeYdnweT3hGhTGY,"https://scholar.google.com/scholar?cites=225950116295947913&as_sdt=2005&sciodt=0,5&hl=en",46,09/05/22 10:13,BOOK,,,,,,,,416,23.11,416,1,18,"Nationalism in Europe resonates through music--from folk song to marches, from operas to anthems--giving voice in this reference resource to the makers of modern history. The Music …",,"https://scholar.google.com/scholar?q=related:iTbHAm-8IgMJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
340,WB Michaels,Race into culture: A critical genealogy of cultural identity,1992,Critical Inquiry,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/448651,"https://scholar.google.com/scholar?cites=5394702181990905706&as_sdt=2005&sciodt=0,5&hl=en",47,09/05/22 10:13,,10.1086/448651,,,,,,,340,11.33,340,1,30,"… of American citizenship; second, that this promotion made possible the emergence of a new cultural and multicultural Americanism; and, third, that our current notion of cultural identity …",,"https://scholar.google.com/scholar?q=related:areXWg3V3UoJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
77,J Servaes,Cultural identity and modes of communication,1989,Annals of the International Communication Association,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/23808985.1989.11678728,"https://scholar.google.com/scholar?cites=4391686367415172915&as_sdt=2005&sciodt=0,5&hl=en",48,09/05/22 10:13,,10.1080/23808985.1989.11678728,,,,,,,77,2.33,77,1,33,… In this perspective the analysis of cultural identity presumes … relationship between forms of cultural identity and modes of … focus mainly on the topic of cultural identity from two levels: (1) …,,"https://scholar.google.com/scholar?q=related:M_-0pntn8jwJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
37,"Y Strizhakova, R Coulter",Consumer cultural identity: local and global cultural identities and measurement implications,2019,International Marketing Review,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IMR-11-2018-0320/full/html,"https://scholar.google.com/scholar?cites=10063270919992987320&as_sdt=2005&sciodt=0,5&hl=en",49,09/05/22 10:13,,10.1108/IMR-11-2018-0320,,,,,,,37,12.33,19,2,3,"… cultural identity, highlighting the need to further examine differences between various cultural identity … We conclude with suggestions for consumer cultural identity research initiatives. …",,"https://scholar.google.com/scholar?q=related:uE6zkJXrp4sJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
179,SE Bird,It makes sense to us: Cultural identity in local legends of place,2002,Journal of contemporary ethnography,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/089124102236541,"https://scholar.google.com/scholar?cites=17705983157711791557&as_sdt=2005&sciodt=0,5&hl=en",50,09/05/22 10:13,,10.1177/089124102236541,,,,,,,179,8.95,179,1,20,"… In particular, the author focuses on how these shared narratives serve culturally to construct a sense of place and, with that, a sense of cultural identity that includes some people while …",https://sites.psu.edu/zackfurness/files/2017/01/Elizabeth_Bird-EthnographyLocal_Legends_of_Place-zap7t4.pdf,"https://scholar.google.com/scholar?q=related:xeV1It9JuPUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
48,V Kaul,Globalisation and crisis of cultural identity,2012,Journal of Research in International Business and …,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.677.6890&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=2887856952298273436&as_sdt=2005&sciodt=0,5&hl=en",51,09/05/22 10:13,PDF,,,,,,,,48,4.80,48,1,10,… This paper investigates the relationship between globalization and cultural identity crisis … globalization calls for a revision of the current cultural identity. It is argued that the national …,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.677.6890&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:nHrh-5i6EygJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
315,NM Sussman,Testing the cultural identity model of the cultural transition cycle: Sojourners return home,2002,International journal of intercultural relations,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147176702000135,"https://scholar.google.com/scholar?cites=655317548188924865&as_sdt=2005&sciodt=0,5&hl=en",52,09/05/22 10:13,,,,,,,,,315,15.75,315,1,20,"… distress reporting weak cultural identity. Preliminary findings also indicated that repatriation experience is related to shifts in cultural identity. As predicted by the Cultural Identity Model, …",https://www.researchgate.net/profile/Nan-Sussman/publication/222301074_Testing_the_cultural_identity_model_of_the_cultural_transition_cycle_Sojourners_return_home/links/5c7eda2d458515831f879887/Testing-the-cultural-identity-model-of-the-cultural-transition-cycle-Sojourners-return-home.pdf,"https://scholar.google.com/scholar?q=related:wXvhitYnGAkJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
357,DA Jameson,Reconceptualizing cultural identity and its role in intercultural business communication,2007,The Journal of Business Communication …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0021943607301346,"https://scholar.google.com/scholar?cites=5098465645971585431&as_sdt=2005&sciodt=0,5&hl=en",53,09/05/22 10:13,,10.1177/0021943607301346,,,,,,,357,23.80,357,1,15,"… An expanded concept of cultural identity could reduce the … a broadened, balanced model of cultural identity that can serve as a … Then, I develop a model of cultural identity that integrates …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.916.7943&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:lzmr_31jwUYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
70,B Carrington,Merely identity: Cultural identity and the politics of sport,2007,Sociology of Sport Journal,journals.humankinetics.com,https://journals.humankinetics.com/view/journals/ssj/24/1/article-p49.xml,"https://scholar.google.com/scholar?cites=8056253720419816137&as_sdt=2005&sciodt=0,5&hl=en",54,09/05/22 10:13,,,,,,,,,70,4.67,70,1,15,Some commentators have suggested that the embrace of “identity politics” has gone too far and that we are now in a putative postidentity moment. Within the academy this argument …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.477.2986&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:ydIKKhOQzW8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
141,NH Keeble,The cultural identity of seventeenth-century woman: A reader,2002,,taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.4324/9780203203293/cultural-identity-seventeenth-century-woman-keeble,"https://scholar.google.com/scholar?cites=16135449900854393039&as_sdt=2005&sciodt=0,5&hl=en",55,09/05/22 10:13,BOOK,10.4324/9780203203293,,,,,,,141,7.05,141,1,20,This anthology brings together extracts from a wide variety of seventeenth-century sources to illustrate the ways in which the cultural notion of `women' was then constructed. historical …,,"https://scholar.google.com/scholar?q=related:z7iJDzKi7N8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
85,I Haynes,Military service and cultural identity in the auxilia,1999,,eprints.bbk.ac.uk,http://eprints.bbk.ac.uk/261/1/haynes2.pdf,"https://scholar.google.com/scholar?cites=4578902683319436617&as_sdt=2005&sciodt=0,5&hl=en",56,09/05/22 10:13,PDF,,,,,,,,85,3.70,85,1,23,"… This was the capacity of the army, more than half of which was composed of provincials serving in auxiliary regiments, to transform the cultural identity of those who passed through its …",http://eprints.bbk.ac.uk/261/1/haynes2.pdf,"https://scholar.google.com/scholar?q=related:SYVW_LqHiz8J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
544,M Ennaji,"Multilingualism, cultural identity, and education in Morocco",2005,,books.google.com,https://books.google.com/books?hl=en&lr=&id=DXsF7fT318QC&oi=fnd&pg=PP13&dq=%22cultural+identity%22&ots=G1cVL6_UUR&sig=pokg-h71FN1gwJLWnnXylDCYb0A,"https://scholar.google.com/scholar?cites=4433990756474784864&as_sdt=2005&sciodt=0,5&hl=en",57,09/05/22 10:13,BOOK,,,,,,,,544,32.00,544,1,17,"… The book aims to investigate language contact, cultural identity, language use, language … At any rate, research has shown that language is intimately linked to cultural identity, and both …",,"https://scholar.google.com/scholar?q=related:YIwLyRmziD0J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
40,N Urošević,"Cultural identity and cultural tourism: Between the local and the global (a case study of Pula, Croatia)",2012,Singidunum journal of applied sciences,scindeks.ceon.rs,http://scindeks.ceon.rs/article.aspx?artid=2217-80901201067U,"https://scholar.google.com/scholar?cites=9150240499544919042&as_sdt=2005&sciodt=0,5&hl=en",58,09/05/22 10:13,,,,,,,,,40,4.00,40,1,10,… cultural identity in the globalization process. At the same time it also affects the cultural identity … Thus their cultural identity constantly changes in the process of exploring different worlds …,https://scindeks-clanci.ceon.rs/data/pdf/2217-8090/2012/2217-80901201067U.pdf,"https://scholar.google.com/scholar?q=related:AozEGEEv_H4J:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
146,PE Enciso,"Cultural Identity and Response to Literature: Running Lessons from"" Maniac Magee""",1994,Language Arts,JSTOR,https://www.jstor.org/stable/41962003,"https://scholar.google.com/scholar?cites=15356679029491588249&as_sdt=2005&sciodt=0,5&hl=en",59,09/05/22 10:13,,,,,,,,,146,5.21,146,1,28,"… According to Ferdman (1990), cultural identity involves our personal beliefs about and attitudes toward our affiliations with particular cultural groups. Some of these attitudes are well-…",https://www.academia.edu/download/45481665/Cultural_Identity_and_Response_to_Literature__Running_Lessons_from__Maniac_Magee_.pdf,"https://scholar.google.com/scholar?q=related:mVyJ0jbiHdUJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
205,A Bilgrami,What is a Muslim? Fundamental commitment and cultural identity,1992,Critical Inquiry,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/pdf/10.1086/448658,"https://scholar.google.com/scholar?cites=5090245975898452850&as_sdt=2005&sciodt=0,5&hl=en",60,09/05/22 10:13,,10.1086/448658,,,,,,,205,6.83,205,1,30,… An underlying theoretical point of this paper has been that if fundamental commitments and the questions of cultural identity that they bring with them (What is an X?) are understood in …,,"https://scholar.google.com/scholar?q=related:cvPJ7L4vpEYJ:scholar.google.com/&scioq=%22cultural+identity%22&hl=en&as_sdt=0,5&as_vis=1"
